Date,DHW Demand(GWh),Heating Demand(GWh),Heating COP, DHW COP, Temperature (C)
2000-01-01,216.0,1329.9201731082146,3.8554471398944927,2.26463862971967,5.168926210158089
2000-01-02,216.0,1200.3419661444889,4.046307153401707,2.273186977999012,6.73559241405656
2000-01-03,216.0,1103.6521369597435,4.123328656604757,2.277621476601539,7.328427501985972
2000-01-04,216.0,1450.467839249968,3.641940304458454,2.256438624070678,3.3618580817572687
2000-01-05,216.0,1398.0405981746246,3.9575882942663503,2.2687781648961085,6.024756346819112
2000-01-06,216.0,1289.622459557386,4.021776322273569,2.272206833084147,6.529489899369808
2000-01-07,216.0,1218.7133215046042,4.018529677239431,2.271620931504139,6.5204595122287206
2000-01-08,216.0,1297.7716561257698,3.8665232430828094,2.264655672639065,5.2790055252655055
2000-01-09,216.0,1655.3293792366992,3.4927763950821835,2.2528391483134396,2.0141980182842656
2000-01-10,216.0,1755.4417339058573,3.6079164432314044,2.2557825199612562,3.0478636338637775
2000-01-11,216.0,1423.8438559339506,4.060868894880383,2.273999693311685,6.848701216336458
2000-01-12,216.0,1306.7870903619846,3.963768965012442,2.269119750734629,6.072899620739233
2000-01-13,216.0,1579.744672615214,3.5464218150454765,2.2537563879826914,2.513962631147118
2000-01-14,216.0,1796.8345101984758,3.532032951232377,2.253464248096917,2.3817595884471
2000-01-15,216.0,1859.6269049405068,3.5392699682932407,2.253729814634971,2.4435070975336814
2000-01-16,216.0,1917.399030446271,3.461137846060838,2.252346460246662,1.7175200507418933
2000-01-17,216.0,1790.0021679877027,3.632828713563261,2.256063488596851,3.2857475917586196
2000-01-18,216.0,1627.999113342703,3.7540728346351315,2.259820678270285,4.347901215539868
2000-01-19,216.0,1602.1552579022523,3.6550734121894104,2.256508468667542,3.490395375192399
2000-01-20,216.0,1745.8010381730353,3.5290594648004157,2.2535577554323503,2.348284430710151
2000-01-21,216.0,1771.7206029740432,3.58047787966343,2.2544769204859083,2.8257019771980265
2000-01-22,216.0,1745.002760678084,3.6694055188772507,2.2569119865847465,3.6175757253826424
2000-01-23,216.0,1839.1370499905047,3.484960606491963,2.25255454748812,1.9474241653948454
2000-01-24,216.0,1922.106444998826,3.4338197698088337,2.2518611443529464,1.4637519239704082
2000-01-25,216.0,1963.5943982912167,3.4237864899182298,2.2517349789767587,1.368465740111949
2000-01-26,216.0,1980.0361314326337,3.4195818067453145,2.2519255253466275,1.3187970535880222
2000-01-27,216.0,1988.4660216201337,3.439459960341253,2.253000025152007,1.4745985973323055
2000-01-28,216.0,1794.7636631616606,3.7326342957386554,2.259730033853897,4.137141603230688
2000-01-29,216.0,1274.0316168002148,4.301909690222813,2.2884846417251463,8.679711233222246
2000-01-30,216.0,965.8325999015904,4.317559010244939,2.2896149538898496,8.79099194685547
2000-01-31,216.0,825.796446086829,4.302900607399516,2.288374950384958,8.694008058596824
2000-02-01,216.0,887.0168382379507,4.191183119410471,2.2811951828393666,7.86402388053002
2000-02-02,216.0,1091.7328144979,3.916709819354871,2.2667029256713196,5.698981166695866
2000-02-03,216.0,1249.8061194730362,3.8752161063922514,2.2647159471524088,5.363523177826081
2000-02-04,216.0,1041.1153244107604,4.268067013421679,2.2858562243148772,8.446421161621624
2000-02-05,216.0,952.5387347027315,4.171756427784584,2.2798937924571705,7.721812579559032
2000-02-06,216.0,852.8636336644436,4.278556743488692,2.2866420802850915,8.519884223483208
2000-02-07,216.0,1095.6968527169545,3.9863803626135397,2.2700308072864885,6.262571334675867
2000-02-08,216.0,1179.8067823711622,4.017273566845058,2.2721896118866565,6.485151192984332
2000-02-09,216.0,1257.3315644669597,3.9372115632100773,2.2675441753974943,5.870348616200999
2000-02-10,216.0,1372.717777740153,3.8497917582980237,2.2636162656050915,5.153266958776539
2000-02-11,216.0,1416.8031120030487,3.791731840770471,2.261364953212063,4.662720279222306
2000-02-12,216.0,1428.6322047828685,3.8529593884879536,2.2643773502782856,5.154499873748127
2000-02-13,216.0,1467.3524014224975,3.7035989888156844,2.258429133952574,3.898824530053855
2000-02-14,216.0,1555.192302421348,3.702708810442344,2.2585808558377205,3.8838538709145762
2000-02-15,216.0,1583.3021465040813,3.7262181857230785,2.2592380512473387,4.092659807337337
2000-02-16,216.0,1782.7510762345846,3.521702107437648,2.2538175845150064,2.264317693776214
