Date,Demand
2019-08-12,21.377116416666667
2019-08-13,21.613446958333334
2019-08-14,22.012283666666665
2019-08-15,20.863184125
2019-08-16,20.500414541666668
2019-08-17,18.129296041666667
2019-08-18,17.395745458333334
2019-08-19,19.767715083333332
2019-08-20,20.138628458333333
2019-08-21,19.635455541666666
2019-08-22,18.10574391666667
2019-08-23,16.489648541666668
2019-08-24,13.974089958333334
2019-08-25,13.905098625
2019-08-26,13.9363055
2019-08-27,15.964104708333334
2019-08-28,17.957126833333334
2019-08-29,18.6663495
2019-08-30,17.584090625
2019-08-31,17.795995791666666
2019-09-01,20.520869375
2019-09-02,22.585709375
2019-09-03,21.087838916666666
2019-09-04,22.34791166666667
2019-09-05,24.621145458333334
2019-09-06,24.751367083333335
2019-09-07,24.833956333333333
2019-09-08,26.220491541666668
2019-09-09,29.166064208333335
2019-09-10,26.72554375
2019-09-11,23.362477041666665
2019-09-12,21.656040166666667
2019-09-13,23.415704083333335
2019-09-14,21.71229045833333
2019-09-15,21.360326083333334
2019-09-16,25.251605958333332
2019-09-17,27.668774291666665
2019-09-18,28.674506958333332
2019-09-19,27.185976833333335
2019-09-20,24.64989775
2019-09-21,19.679991125
2019-09-22,20.06029675
2019-09-23,22.962746
2019-09-24,22.846474125
2019-09-25,22.802963958333333
2019-09-26,23.76988925
2019-09-27,26.467466125
2019-09-28,24.826537125
2019-09-29,25.558730791666665
2019-09-30,30.334557083333333
2019-10-01,34.085456625
2019-10-02,44.804002958333335
2019-10-03,49.42077166666667
2019-10-04,41.72932791666667
2019-10-05,37.26253495833333
2019-10-06,35.47913191666667
2019-10-07,38.51177
2019-10-08,39.02913975
2019-10-09,43.48445733333333
2019-10-10,39.425902791666665
2019-10-11,36.618654791666664
2019-10-12,39.078074916666665
2019-10-13,40.24958783333334
2019-10-14,45.59103641666667
2019-10-15,45.02438804166667
2019-10-16,45.908828541666665
2019-10-17,48.474837
2019-10-18,49.676665
2019-10-19,49.1863105
2019-10-20,53.115654416666665
2019-10-21,55.79017375
2019-10-22,56.19342475
2019-10-23,55.44603125
2019-10-24,54.451832625
2019-10-25,50.777293416666666
2019-10-26,54.30672479166667
2019-10-27,61.63256270833333
2019-10-28,71.13695754166666
2019-10-29,70.71925566666667
2019-10-30,70.60842716666667
2019-10-31,68.3825015
2019-11-01,54.832461
2019-11-02,55.97234829166667
2019-11-03,57.255258958333336
2019-11-04,62.830022166666666
2019-11-05,64.64917054166666
2019-11-06,71.46195520833334
2019-11-07,74.85859295833333
2019-11-08,80.144544875
2019-11-09,82.21613920833333
2019-11-10,78.150356375
2019-11-11,83.814753625
2019-11-12,82.51217970833333
2019-11-13,84.03202979166667
2019-11-14,86.98075420833334
2019-11-15,82.85992666666667
2019-11-16,75.53977966666666
2019-11-17,77.09663433333333
2019-11-18,87.72135520833334
2019-11-19,91.55136070833333
2019-11-20,91.56437083333333
2019-11-21,90.39840695833334
2019-11-22,81.904624625
2019-11-23,70.71941383333333
2019-11-24,66.71866204166666
2019-11-25,66.66522704166667
2019-11-26,64.10881004166667
2019-11-27,66.75955504166667
2019-11-28,72.55165308333333
2019-11-29,83.75502866666666
2019-11-30,90.67198270833333
2019-12-01,93.76788395833333
2019-12-02,96.79814070833334
2019-12-03,92.406042
2019-12-04,92.0951465
2019-12-05,87.56550804166666
2019-12-06,74.37081170833333
2019-12-07,69.34934529166667
2019-12-08,74.144371125
2019-12-09,82.35843475
2019-12-10,80.34365908333334
2019-12-11,87.606553125
2019-12-12,88.18613091666667
2019-12-13,88.51966945833334
2019-12-14,86.89218220833334
2019-12-15,85.07036370833333
2019-12-16,86.85928120833333
2019-12-17,91.17698341666667
2019-12-18,90.94041879166667
2019-12-19,75.35260458333333
2019-12-20,74.851401375
2019-12-21,71.75954133333333
2019-12-22,73.53625345833333
2019-12-23,76.23978225
2019-12-24,72.83229975
2019-12-25,73.58773008333333
2019-12-26,76.81237691666666
2019-12-27,75.90719729166666
2019-12-28,70.99892895833334
2019-12-29,72.13006470833334
2019-12-30,74.66759729166667
2019-12-31,77.93462508333333
