Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
23/02/2019 00:00:00,23/02/2019,"Demand Actual, NTS, D+1 (Energy)",2192611135,27/02/2019 14:02:14,A
22/02/2019 00:00:00,22/02/2019,"Demand Actual, NTS, D+1 (Energy)",2349872062,25/02/2019 12:02:13,A
21/02/2019 00:00:00,21/02/2019,"Demand Actual, NTS, D+1 (Energy)",2543242315,25/02/2019 17:02:09,A
20/02/2019 00:00:00,20/02/2019,"Demand Actual, NTS, D+1 (Energy)",2607033866,22/02/2019 12:02:15,A
19/02/2019 00:00:00,19/02/2019,"Demand Actual, NTS, D+1 (Energy)",2777498158,20/02/2019 17:02:15,A
18/02/2019 00:00:00,18/02/2019,"Demand Actual, NTS, D+1 (Energy)",2702901300,20/02/2019 14:02:14,A
17/02/2019 00:00:00,17/02/2019,"Demand Actual, NTS, D+1 (Energy)",2473197138,19/02/2019 12:02:18,A
16/02/2019 00:00:00,16/02/2019,"Demand Actual, NTS, D+1 (Energy)",2591125542,19/02/2019 14:02:18,A
15/02/2019 00:00:00,15/02/2019,"Demand Actual, NTS, D+1 (Energy)",2656056153,18/02/2019 17:02:16,A
14/02/2019 00:00:00,14/02/2019,"Demand Actual, NTS, D+1 (Energy)",2977805367,18/02/2019 14:02:19,A
13/02/2019 00:00:00,13/02/2019,"Demand Actual, NTS, D+1 (Energy)",2824724688,15/02/2019 14:02:18,A
12/02/2019 00:00:00,12/02/2019,"Demand Actual, NTS, D+1 (Energy)",3101014866,14/02/2019 14:02:18,A
11/02/2019 00:00:00,11/02/2019,"Demand Actual, NTS, D+1 (Energy)",3462386639,13/02/2019 12:02:18,A
10/02/2019 00:00:00,10/02/2019,"Demand Actual, NTS, D+1 (Energy)",3177367657,12/02/2019 14:02:19,A
09/02/2019 00:00:00,09/02/2019,"Demand Actual, NTS, D+1 (Energy)",2925455687,12/02/2019 12:02:18,A
08/02/2019 00:00:00,08/02/2019,"Demand Actual, NTS, D+1 (Energy)",2923577235,11/02/2019 14:02:19,A
07/02/2019 00:00:00,07/02/2019,"Demand Actual, NTS, D+1 (Energy)",3083752127,11/02/2019 17:02:14,A
06/02/2019 00:00:00,06/02/2019,"Demand Actual, NTS, D+1 (Energy)",3178944236,08/02/2019 14:02:16,A
05/02/2019 00:00:00,05/02/2019,"Demand Actual, NTS, D+1 (Energy)",3489312069,07/02/2019 14:02:16,A
04/02/2019 00:00:00,04/02/2019,"Demand Actual, NTS, D+1 (Energy)",3574831820,06/02/2019 14:02:19,A
03/02/2019 00:00:00,03/02/2019,"Demand Actual, NTS, D+1 (Energy)",3565105909,05/02/2019 12:02:17,A
02/02/2019 00:00:00,02/02/2019,"Demand Actual, NTS, D+1 (Energy)",3778866273,04/02/2019 17:02:17,A
01/02/2019 00:00:00,01/02/2019,"Demand Actual, NTS, D+1 (Energy)",4135684928,04/02/2019 17:02:17,A
31/01/2019 00:00:00,31/01/2019,"Demand Actual, NTS, D+1 (Energy)",4200354468,04/02/2019 17:02:17,A
30/01/2019 00:00:00,30/01/2019,"Demand Actual, NTS, D+1 (Energy)",4044686007,04/02/2019 14:02:20,A
29/01/2019 00:00:00,29/01/2019,"Demand Actual, NTS, D+1 (Energy)",3922297165,01/02/2019 17:02:17,A
28/01/2019 00:00:00,28/01/2019,"Demand Actual, NTS, D+1 (Energy)",3768697254,29/01/2019 17:02:15,A
27/01/2019 00:00:00,27/01/2019,"Demand Actual, NTS, D+1 (Energy)",3353348369,31/01/2019 17:02:15,A
26/01/2019 00:00:00,26/01/2019,"Demand Actual, NTS, D+1 (Energy)",3220661946,28/01/2019 14:02:18,A
25/01/2019 00:00:00,25/01/2019,"Demand Actual, NTS, D+1 (Energy)",3217985035,29/01/2019 14:02:16,A
24/01/2019 00:00:00,24/01/2019,"Demand Actual, NTS, D+1 (Energy)",4030936757,25/01/2019 17:02:16,A
23/01/2019 00:00:00,23/01/2019,"Demand Actual, NTS, D+1 (Energy)",4190231739,25/01/2019 17:02:16,A
22/01/2019 00:00:00,22/01/2019,"Demand Actual, NTS, D+1 (Energy)",3919745142,24/01/2019 14:02:14,A
21/01/2019 00:00:00,21/01/2019,"Demand Actual, NTS, D+1 (Energy)",3744559153,24/01/2019 14:02:14,A
20/01/2019 00:00:00,20/01/2019,"Demand Actual, NTS, D+1 (Energy)",3568720599,22/01/2019 14:02:17,A
19/01/2019 00:00:00,19/01/2019,"Demand Actual, NTS, D+1 (Energy)",3583913687,22/01/2019 12:02:19,A
18/01/2019 00:00:00,18/01/2019,"Demand Actual, NTS, D+1 (Energy)",3776573384,22/01/2019 12:02:19,A
17/01/2019 00:00:00,17/01/2019,"Demand Actual, NTS, D+1 (Energy)",3683989817,22/01/2019 14:02:17,A
16/01/2019 00:00:00,16/01/2019,"Demand Actual, NTS, D+1 (Energy)",3259266107,21/01/2019 14:02:19,A
15/01/2019 00:00:00,15/01/2019,"Demand Actual, NTS, D+1 (Energy)",2979856584,17/01/2019 14:02:16,A
14/01/2019 00:00:00,14/01/2019,"Demand Actual, NTS, D+1 (Energy)",3272726370,16/01/2019 12:02:17,A
13/01/2019 00:00:00,13/01/2019,"Demand Actual, NTS, D+1 (Energy)",2743579678,18/01/2019 14:02:17,A
12/01/2019 00:00:00,12/01/2019,"Demand Actual, NTS, D+1 (Energy)",2805147560,17/01/2019 12:02:18,A
11/01/2019 00:00:00,11/01/2019,"Demand Actual, NTS, D+1 (Energy)",3217818242,16/01/2019 14:02:15,A
10/01/2019 00:00:00,10/01/2019,"Demand Actual, NTS, D+1 (Energy)",3690344957,15/01/2019 17:02:13,A
09/01/2019 00:00:00,09/01/2019,"Demand Actual, NTS, D+1 (Energy)",3696378121,11/01/2019 12:02:15,A
08/01/2019 00:00:00,08/01/2019,"Demand Actual, NTS, D+1 (Energy)",3162225167,11/01/2019 12:02:15,A
07/01/2019 00:00:00,07/01/2019,"Demand Actual, NTS, D+1 (Energy)",2865656096,11/01/2019 12:02:15,A
06/01/2019 00:00:00,06/01/2019,"Demand Actual, NTS, D+1 (Energy)",3310672344,08/01/2019 12:02:18,A
05/01/2019 00:00:00,05/01/2019,"Demand Actual, NTS, D+1 (Energy)",3470681297,07/01/2019 17:02:15,A
04/01/2019 00:00:00,04/01/2019,"Demand Actual, NTS, D+1 (Energy)",3791500017,08/01/2019 17:02:14,A
03/01/2019 00:00:00,03/01/2019,"Demand Actual, NTS, D+1 (Energy)",3770905303,08/01/2019 17:02:14,A
02/01/2019 00:00:00,02/01/2019,"Demand Actual, NTS, D+1 (Energy)",3591453062,04/01/2019 12:02:15,A
01/01/2019 00:00:00,01/01/2019,"Demand Actual, NTS, D+1 (Energy)",2691305773,04/01/2019 12:02:15,A
